estacion,fecha,obs_temp,n_horas_validas
Belisario,2007-06-02,12.6504166666667,24
Belisario,2007-06-03,14.6225,24
Belisario,2007-06-04,13.8591666666667,24
Belisario,2007-06-05,14.1391666666667,24
Belisario,2007-06-06,13.7983333333333,24
Belisario,2007-06-07,13.3741666666667,24
Belisario,2007-06-08,13.6404166666667,24
Belisario,2007-06-09,13.40125,24
Belisario,2007-06-10,14.6166666666667,24
Belisario,2007-06-11,14.1520833333333,24
Belisario,2007-06-12,14.1195833333333,24
Belisario,2007-06-13,13.0041666666667,24
Belisario,2007-06-14,13.72125,24
Belisario,2007-06-15,12.8941666666667,24
Belisario,2007-06-16,13.2,24
Belisario,2007-06-17,14.0391666666667,24
Belisario,2007-06-18,15.2645833333333,24
Belisario,2007-06-19,14.7145833333333,24
Belisario,2007-06-20,14.3245833333333,24
Belisario,2007-06-21,13.0054166666667,24
Belisario,2007-06-22,12.5370833333333,24
Belisario,2007-06-23,13.5375,24
Belisario,2007-06-24,15.03,24
Belisario,2007-06-25,15.3521739130435,23
Belisario,2007-06-26,14.6395833333333,24
Belisario,2007-06-27,15.1804166666667,24
Belisario,2007-06-28,14.8795833333333,24
Belisario,2007-06-29,14.16875,24
Belisario,2007-06-30,14.8933333333333,24
Belisario,2007-07-01,14.5483333333333,24
Belisario,2007-07-02,15.0233333333333,24
Belisario,2007-07-03,15.45875,24
Belisario,2007-07-04,15.66625,24
Belisario,2007-07-05,15.14625,24
Belisario,2007-07-06,15.55,24
Belisario,2007-07-07,14.4554166666667,24
Belisario,2007-07-08,12.44375,24
Belisario,2007-07-09,14.5129166666667,24
Belisario,2007-07-10,15.04375,24
Belisario,2007-07-11,14.68875,24
Belisario,2007-07-12,14.6845833333333,24
Belisario,2007-07-13,13.9941666666667,24
Belisario,2007-07-14,13.6795833333333,24
Belisario,2007-07-15,13.2025,24
Belisario,2007-07-16,13.85,22
Belisario,2007-07-17,12.235,24
Belisario,2007-07-18,13.3825,24
Belisario,2007-07-19,13.5920833333333,24
Belisario,2007-07-20,11.9733333333333,24
Belisario,2007-07-21,12.8941666666667,24
Belisario,2007-07-22,12.8891666666667,24
Belisario,2007-07-23,13.27875,24
Belisario,2007-07-24,14.3579166666667,24
Belisario,2007-07-25,13.675,24
Belisario,2007-07-26,14.3158333333333,24
Belisario,2007-07-27,12.9870833333333,24
Belisario,2007-07-28,14.695833333333301,24
Belisario,2007-07-29,14.05125,24
Belisario,2007-07-30,15.1169565217391,23
Belisario,2007-07-31,15.085,24
Belisario,2007-08-01,14.83625,24
Belisario,2007-08-02,14.8541666666667,24
Belisario,2007-08-03,15.0829166666667,24
Belisario,2007-08-04,15.08875,24
Belisario,2007-08-05,13.977083333333301,24
Belisario,2007-08-06,13.5183333333333,24
Belisario,2007-08-07,14.05625,24
Belisario,2007-08-08,13.615,24
Belisario,2007-08-09,13.5025,24
Belisario,2007-08-10,14.2520833333333,24
Belisario,2007-08-11,13.2545833333333,24
Belisario,2007-08-12,13.5791666666667,24
Belisario,2007-08-13,12.73125,24
Belisario,2007-08-14,13.6954166666667,24
Belisario,2007-08-15,14.0108333333333,24
Belisario,2007-08-16,13.1516666666667,24
Belisario,2007-08-17,13.915,24
Belisario,2007-08-18,13.0979166666667,24
Belisario,2007-08-19,14.2220833333333,24
Belisario,2007-08-20,14.66375,24
Belisario,2007-08-21,13.1833333333333,24
Belisario,2007-08-22,13.5358333333333,24
Belisario,2007-08-23,14.165,24
Belisario,2007-08-24,12.5733333333333,24
Belisario,2007-08-25,12.4029166666667,24
Belisario,2007-08-26,12.4133333333333,24
Belisario,2007-08-27,14.9675,24
Belisario,2007-08-28,13.6858333333333,24
Belisario,2007-08-29,13.1616666666667,24
Belisario,2007-08-30,13.1704166666667,24
Belisario,2007-08-31,13.2991666666667,24
