estacion,fecha,obs_temp,n_horas_validas,era5_temp,merra2_temp
Carapungo,2014-04-10,15.7029166666667,24,14.181178333333357,18.611188625000025
Carapungo,2014-04-11,15.3516666666667,24,15.175092916666694,18.36260000000002
Carapungo,2014-04-12,14.8808333333333,24,14.778183333333354,18.534537250000024
Carapungo,2014-04-13,15.945,24,14.62327375000002,18.511992375000023
Carapungo,2014-04-14,15.4745833333333,24,14.919223750000029,18.345519041666684
Carapungo,2014-04-15,14.7091666666667,24,15.010654583333354,18.068638166666688
Carapungo,2014-04-16,14.2383333333333,24,15.115300833333356,17.897878250000023
Carapungo,2014-04-17,14.6729166666667,24,14.801143750000024,17.854932375000022
Carapungo,2014-04-18,15.5629166666667,24,14.657045833333356,17.772629041666693
Carapungo,2014-04-19,15.5279166666667,24,14.527272916666693,18.338038291666688
Carapungo,2014-04-20,14.6520833333333,24,14.535305833333355,18.19848033333335
Carapungo,2014-04-21,15.4466666666667,24,14.508895416666688,18.12138904166668
Carapungo,2014-04-22,15.86375,24,14.71344416666669,18.476129125000025
Carapungo,2014-04-23,14.7579166666667,24,14.300802083333352,17.91014629166669
Carapungo,2014-04-24,14.8570833333333,24,14.499477916666686,18.01351700000002
Carapungo,2014-04-25,15.9370833333333,24,14.827941250000022,18.12853391666669
Carapungo,2014-04-26,14.00375,24,14.71316375000002,17.363624833333354
Carapungo,2014-04-27,13.9379166666667,24,15.104930833333356,18.89559070833336
Carapungo,2014-04-28,15.1345833333333,24,14.497890000000025,18.728551500000027
Carapungo,2014-04-29,15.13875,24,14.90647333333335,18.474670666666693
Carapungo,2014-04-30,14.4491666666667,24,13.859249583333357,18.656022625000016
Carapungo,2014-05-01,14.9583333333333,24,13.649697083333356,17.946446958333357
Carapungo,2014-05-02,14.2158333333333,24,13.740051250000027,17.68296441666669
Carapungo,2014-05-03,14.8108333333333,24,14.345523750000025,17.826378208333352
Carapungo,2014-05-04,14.0920833333333,24,14.604602500000029,17.903103166666693
Carapungo,2014-05-05,15.3425,24,13.994516250000023,18.70035191666669
Carapungo,2014-05-06,14.7633333333333,24,14.44854500000002,17.55707704166669
Carapungo,2014-05-07,14.4666666666667,24,14.450056250000024,17.954796000000016
Carapungo,2014-05-08,12.5475,24,14.083270833333357,16.81074425000003
Carapungo,2014-05-09,13.1525,24,13.826772083333353,17.06285125000002
Carapungo,2014-05-10,13.6329166666667,24,13.81616583333336,17.002170791666682
Carapungo,2014-05-11,14.0108333333333,24,13.79944916666669,17.30183316666669
Carapungo,2014-05-12,13.6731818181818,22,14.33860708333336,17.221417958333358
Carapungo,2014-05-13,15.8420833333333,24,15.125824583333356,18.076219208333352
Carapungo,2014-05-14,14.71,24,14.862561666666686,17.41225070833336
Carapungo,2014-05-15,14.0566666666667,24,14.767964583333354,17.68071004166669
Carapungo,2014-05-16,14.1216666666667,24,14.187470416666685,17.908600083333358
Carapungo,2014-05-17,14.98,24,14.224904166666684,17.784271458333357
Carapungo,2014-05-18,14.88625,24,14.890112500000017,18.218344625000025
Carapungo,2014-05-19,15.3883333333333,24,14.814934583333356,18.278241750000028
Carapungo,2014-05-20,14.0345833333333,24,14.339445000000032,17.99902750000002
Carapungo,2014-05-21,15.4479166666667,24,14.506054583333354,18.380050916666686
Carapungo,2014-05-22,15.3704166666667,24,13.76292791666669,17.598605000000024
Carapungo,2014-05-23,14.7666666666667,24,14.706077916666684,17.820601458333353
Carapungo,2014-05-24,15.425,24,14.804136250000022,18.520655583333355
Carapungo,2014-05-25,14.45625,24,14.874252916666691,18.341302541666685
Carapungo,2014-05-26,15.4754166666667,24,14.739822500000022,18.570898958333355
Carapungo,2014-05-27,14.8625,24,14.676631666666692,18.02350258333336
Carapungo,2014-05-28,14.10125,24,15.16117416666669,18.080660750000018
Carapungo,2014-05-29,13.2183333333333,24,14.19000583333336,17.50500900000002
